COD_ASL,COD_STRUTTURA ,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ORDINARI_ACCREDITATI,TOT_POSTI_ALZHEIMER_ACCREDITATI,TOT_POSTI_ACCREDITATI,DENOM_GESTORE,P_IVA,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA/PRIVATA,ONLUS,WGS84_X,WGS84_Y,location,Limiti amministrativi 2014 delle province di Regione Lombardia,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,Comuni 2015 Polygon Semplificato Qgis
328,002035,FONDAZIONE BELLINI E SILVA,VIA BELLINI  5,018075,GRAVELLONA LOMELLINA,27020,PV,40,40,0,40,FONDAZIONE BELLINI E SILVA,02055990184,VIA BELLINI 5,018075,GRAVELLONA LOMELLINA,PV,FONDAZIONE,PRIVATO,NO,8.76562175,45.32816679,"(45.32816679, 8.76562175)",7,7,6,1221
324,001173,RSA ANNI VERDI,VIA LEGA LOMBARDA  8,108009,BIASSONO,20853,MB,62,62,0,62,COOPERATIVA SOCIALE QUADRIFOGLIO S.C. ONLUS,03890320017,VIALE SAVORGNAN D'OSOPPO 4/10,001191,PINEROLO,TO,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.27265344,45.62360639,"(45.62360639, 9.27265344)",12,12,5,77
328,002102,RESIDENZA SANITARIO ASSISTENZIALE COMUNALE PAOLO BECCARIA,VIA DON ORIONE  2,018047,CERVESINA,27050,PV,79,60,19,79,COOPERATIVA SOCIALE NUOVA SAIR ONLUS,04197741004,VIALE DEL TECNOPOLO 83,058091,ROMA,RM,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.02086524,45.06454414,"(45.06454414, 9.02086524)",7,7,6,1084
321,000289,NUOVA  RSA CASA FAMIGLIA,VIA VIVAIO  7,015146,MILANO,20100,MI,26,26,0,26,ISTITUTO DEI CIECHI DI MILANO,07731750159,VIA VIVAIO 7,015146,MILANO,MI,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,NO,9.2039877,45.46930727,"(45.46930727, 9.2039877)",4,4,8,623
322,002881,CASA DI RIPOSO PER ANZIANI VILLA STEFANIA,VIA STATALE REGINA  5,013203,SALA COMACINA,22010,CO,123,113,10,123,COOPERATIVA SOCIALE COOPSELIOS SOCIETÀ COOPERATIVA ONLUS,01164310359,VIA ANTONIO GRAMSCI 54/S,035033,REGGIO NELL'EMILIA,RE,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.16029366,45.95976069,"(45.95976069, 9.16029366)",2,2,7,18
322,000720,FONDAZIONE ANGELA MAURI SACCONAGHI-GIOVANNI BORGHI ONLUS,VIA VALLE ORO  30,012055,COMERIO,21025,VA,72,68,0,68,FONDAZIONE ANGELA MAURI  SACCONAGHI - GIOVANNI BORGHI,01584580128,VIA VALLE ORO 30,012055,COMERIO,VA,FONDAZIONE,PRIVATO,NO,8.73957333,45.84291118,"(45.84291118, 8.73957333)",1,1,3,1327
321,002359,FONDAZIONE GIUSEPPE GEMELLARO ONLUS,VIA XXV APRILE  32,015005,ALBAIRATE,20080,MI,64,64,0,64,FONDAZIONE GIUSEPPE GEMELLARO ONLUS,03345430965,VIA XXV APRILE 32,015005,ALBAIRATE,MI,FONDAZIONE,PRIVATO,SI,8.93949941,45.41808545,"(45.41808545, 8.93949941)",4,4,8,151
324,004858,RSA CASA DI RIPOSO SUORE INFERMIERE DI SAN CARLO,VIA CAVOUR  67,108015,CARATE BRIANZA,20841,MB,83,,,0,CONGREGAZIONE SUORE INFERMIERE DI SAN CARLO,03261320158,VIA CAVUOR 67,108015,CARATE BRIANZA,MB,ENTE ECCLESIASTICO,PRIVATO,NO,9.24063972,45.68844077,"(45.68844077, 9.24063972)",12,12,5,1495
322,002785,CA' D'INDUSTRIA COMO,VIA VARESINA  118/A,013075,COMO,22100,CO,128,128,0,128,FONDAZIONE CA' D'INDUSTRIA O.N.L.U.S.,01793530138,VIA BRAMBILLA 61,013075,COMO,CO,FONDAZIONE,PRIVATO,SI,9.07168771,45.79157205,"(45.79157205, 9.07168771)",2,2,3,204
326,001563,RSA - FONDAZIONE SERLINI RSA ONLUS,VIA MONTE GRAPPA  101,017127,OSPITALETTO,25035,BS,70,69,0,69,FONDAZIONE SERLINI RSA ONLUS,80019030172,VIA MONTE GRAPPA 101,017127,OSPITALETTO,BS,FONDAZIONE,PRIVATO,SI,10.07762835,45.55998434,"(45.55998434, 10.07762835)",6,6,2,1510
326,001726,RSA - PAOLA DI ROSA,VIA S. MARIA CROCIFISSA DI ROSA 2,017037,CAPRIANO DEL COLLE,25020,BS,27,27,0,27,FONDAZIONE PAOLA DI ROSA ONLUS,03338720174,VIA MORETTO 34,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.1335102,45.45286269,"(45.45286269, 10.1335102)",6,6,2,1065
325,001326,FONDAZIONE CASA DI RIPOSO VILLA DELLA PACE,VIA PINO ZANCHI  10,016207,STEZZANO,24040,BG,78,72,0,72,FONDAZIONE CASA DI RIPOSO VILLA DELLA PACE,00809620164,VIA ZANCHI 10,016207,STEZZANO,BG,FONDAZIONE,PRIVATO,NO,9.64941244,45.65213037,"(45.65213037, 9.64941244)",5,5,1,406
321,000259,FONDAZIONE SACRA FAMIGLIA RSA SAN PIETRO,PIAZZA MONS. MONETA 1,015074,CESANO BOSCONE,20090,MI,60,40,20,60,FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS,00795470152,PIAZZA MONSIGNOR MONETA 1,015074,CESANO BOSCONE,MI,FONDAZIONE,PRIVATO,SI,9.09329317,45.44920934,"(45.44920934, 9.09329317)",4,4,8,656
321,000556,RSA RESIDENZA DEL SOLE,VIA BERNINI  14,015077,CINISELLO BALSAMO,20092,MI,100,80,20,100,RESIDENZE DEL SOLE CONSORZIO SOCIALE SOC. COOP.,08588070964,VIA BERNINI 14,015077,CINISELLO BALSAMO,MI,CONSORZIO DI COOPERATIVE SOCIALI,PRIVATO,SI,,,,,,,
326,001618,RSA - CASA DI SOGGIORNO PER ANZIANI - ONLUS,VIA SONVIGO  22,017014,BEDIZZOLE,25081,BS,132,95,15,110,FONDAZIONE CASA DI SOGGIORNO PER ANZIANI - ONLUS,00804850980,VIA SONVIGO 22,017014,BEDIZZOLE,BS,FONDAZIONE,PRIVATO,SI,10.43116699,45.50961201,"(45.50961201, 10.43116699)",6,6,2,539
324,001205,R.S.A. RITA E LUIGI GELOSA,VIA MARCO POLO  24,108011,BRIOSCO,20836,MB,68,68,0,68,SCI MARO S.R.L.,13342710152,VIA BOSCOVICH 35,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.23999152,45.7112324,"(45.7112324, 9.23999152)",12,12,5,1492
321,000060,CASA FAMIGLIA PER ANZIANI,PIAZZA CARDINAL FERRARI  2,015201,SAN VITTORE OLONA,20028,MI,64,42,21,63,FONDAZIONE MANTOVANI ONLUS,11779830154,VIA FILIPPO TURATI 37,015007,ARCONATE,MI,FONDAZIONE,PRIVATO,SI,8.94213692,45.5855304,"(45.5855304, 8.94213692)",4,4,8,714
328,002170,PENSIONATO ZANABONI,VIA CAGNONI 9 BIS,018182,VOGHERA,27058,PV,62,62,0,62,OPERA PIA CASA DEL PANE ASILO NOTTURNO PENSIONATO ZANABONI ONLUS,01122500182,VIA CAGNONI 9/BIS,018182,VOGHERA,PV,FONDAZIONE,PRIVATO,SI,9.00582616,44.99570973,"(44.99570973, 9.00582616)",7,7,6,1448
322,000902,IL MELO,VIA MAGENTA  3,012070,GALLARATE,21013,VA,122,88,32,120,IL MELO ONLUS SOCIETA' COOPERATIVA SOCIALE,01564890125,VIA MAGENTA 3,012070,GALLARATE,VA,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.79331052,45.65652647,"(45.65652647, 8.79331052)",1,1,3,1367
321,000691,RSA MADRE TERESA DI CALCUTTA,PIAZZETTA 14 LUGLIO 1994,015151,MOTTA VISCONTI,20086,MI,60,60,0,60,KCS CAREGIVER COOPERATIVA SOCIALE,02125100160,ROTONDA DEI MILLE 1,016024,BERGAMO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
327,001898,FONDAZIONE ONLUS CASA DI RIPOSO LEANDRA,PIAZZA GRAMSCI  60,020008,CANNETO SULL'OGLIO,46013,MN,58,58,0,58,FONDAZIONE ONLUS CASA DI RIPOSO LEANDRA,01608240204,PIAZZA GRAMSCI 60,020008,CANNETO SULL'OGLIO,MN,FONDAZIONE,PRIVATO,SI,10.37940611,45.14885907,"(45.14885907, 10.37940611)",9,9,4,969
327,001959,RSA A. RICCIARDELLI,VICOLO BARONI  43,020001,ACQUANEGRA SUL CHIESE,46011,MN,45,45,0,45,COMUNE DI ACQUANEGRA SUL CHIESE,00413370206,PIAZZA XXV APRILE 1,020001,ACQUANEGRA SUL CHIESE,MN,COMUNE,PUBBLICO,NO,10.43328155,45.16209268,"(45.16209268, 10.43328155)",9,9,4,1000
326,001558,RSA DI VIA SANTA GIULIA N. 1,VIA SANTA GIULIA  1,017126,ORZIVECCHI,25030,BS,42,41,0,41,FONDAZIONI RIUNITE ONLUS DELLA BASSA BRESCIANA OCCIDENTALE,00726090988,VIA V. GAMBARA 20,017125,ORZINUOVI,BS,FONDAZIONE,PRIVATO,SI,9.95884227,45.42025509,"(45.42025509, 9.95884227)",6,6,2,1509
325,001248,RSA CASA DI RIPOSO OVIDIO CERRUTI,VIA OVIDIO CERRUTI  6,016051,CAPRIATE SAN GERVASIO,24042,BG,200,166,24,190,FONDAZIONE OPERA SAN CAMILLO,06532810964,VIA E. OLDOFREDI 11,015146,MILANO,MI,FONDAZIONE,PRIVATO,NO,9.53522954,45.60961694,"(45.60961694, 9.53522954)",5,5,1,770
322,002750,FONDAZIONE CASA DI RIPOSO INTERCOMUNALE PER PERSONE ANZIANE,VIALE KENNEDY  70,013028,BREGNANO,22070,CO,66,44,22,66,FONDAZIONE CASE DI RIPOSO RIUNITE DI BREGNANO E LOMAZZO,03850460134,VIA DEL LAGHETTO 9,013133,LOMAZZO,CO,FONDAZIONE,PRIVATO,NO,9.05667164,45.70846671,"(45.70846671, 9.05667164)",2,2,3,156
328,002046,ANTONIO DELLACA',VIA S. MICHELE 7,018102,MORTARA,27036,PV,49,49,0,49,OPERA CHARITAS S. ANNA,01238910184,VIA L. DA VINCI 1,018069,GARLASCO,PV,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,8.73792041,45.25433392,"(45.25433392, 8.73792041)",7,7,6,1417
321,000511,RESIDENZA MIRASOLE,VIA P. BORSELLINO 6,015159,OPERA,20090,MI,204,204,0,204,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.21043834,45.39391369,"(45.39391369, 9.21043834)",4,4,8,708
326,001716,RSA - FONDAZIONE CASA DI RIPOSO DI  MANERBIO ONLUS,PIAZZA ALDO MORO  6/A,017103,MANERBIO,25025,BS,84,84,0,84,FONDAZIONE CASA DI RIPOSO DI MANERBIO ONLUS,00727110983,PIAZZA ALDO MORO 6/A,017103,MANERBIO,BS,FONDAZIONE,PRIVATO,SI,10.13856916,45.35825421,"(45.35825421, 10.13856916)",6,6,2,1405
321,000467,R.S.A. MARIA LORENZON,VIA STRADA CERCA,015024,BINASCO,20082,MI,120,120,0,120,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.10717031,45.33708924,"(45.33708924, 9.10717031)",4,4,8,36
322,000797,FONDAZIONE CENTRO ACCOGLIENZA PER ANZIANI ONLUS,VIA BOSISIO  3,012090,LONATE POZZOLO,21015,VA,114,99,14,113,FONDAZIONE CENTRO ACCOGLIENZA PER ANZIANI ONLUS,02082750122,VIA BOSISIO 3,012090,LONATE POZZOLO,VA,FONDAZIONE,PRIVATO,SI,8.75104454,45.60145098,"(45.60145098, 8.75104454)",1,1,3,866
328,002091,FONDAZIONE PORTA SPINOLA ARNABOLDI ONLUS,VIA ROMA  14,018026,CAMPOSPINOSO,27040,PV,85,85,0,85,FONDAZIONE PORTA SPINOLA ARNABOLDI ONLUS,01746020187,VIA ROMA 14,018026,CAMPOSPINOSO,PV,FONDAZIONE,PRIVATO,SI,9.24556135,45.10243729,"(45.10243729, 9.24556135)",7,7,6,1101
327,001869,RSA MAINARDI,VIA BRESCIA  207,019036,CREMONA,26100,CR,84,84,0,84,AZIENDA SPECIALE COMUNALE CREMONA SOLIDALE,01310740194,"VIA BRESCIA, 207",019036,CREMONA,CR,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,10.03779406,45.15174773,"(45.15174773, 10.03779406)",8,8,4,73
321,000250,RSA SAN LUCA,VIA SAN LUCA  4,015146,MILANO,20100,MI,91,91,0,91,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.18690211,45.45446695,"(45.45446695, 9.18690211)",4,4,8,623
321,000249,RESIDENZA NAVIGLI,VIA DARWIN  17,015146,MILANO,20100,MI,87,87,0,87,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.1746841,45.44546044,"(45.44546044, 9.1746841)",4,4,8,623
323,000953,FONDAZIONE CASA DI RIPOSO BONGIONI-LAMBERTENGHI ONLUS,VIA BELTRAMELLI  39,014078,VILLA DI TIRANO,23030,SO,76,76,0,76,FONDAZIONE CASA DI RIPOSO BONGIONI LAMBERTENGHI  ONLUS,00485220149,VIA BELTRAMELLI 39,014078,VILLA DI TIRANO,SO,FONDAZIONE,PRIVATO,SI,10.1343462,46.2058335,"(46.2058335, 10.1343462)",3,3,7,149
322,002721,CASA DIVINA PROVVIDENZA OPERA DON GUANELLA,VIA TOMMASO GROSSI  18,013075,COMO,22100,CO,108,100,0,100,PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI SERVI DELLA CARITA' - OPERA DON GUANELLA,01084241007,VICOLO CLEMENTI 41,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,NO,9.09178945,45.8097479,"(45.8097479, 9.09178945)",2,2,3,204
321,000286,SANTA LUCIA,VIA VEPRA  2,015146,MILANO,20100,MI,120,120,0,120,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.15811192,45.45696268,"(45.45696268, 9.15811192)",4,4,8,623
326,001494,RSA - ALESSANDRO LUZZAGO,VIA LAMA  67,017029,BRESCIA,25100,BS,138,120,0,120,FONDAZIONE CASA DI DIO ONLUS,02467380982,VIA MORETTO 4,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.24640672,45.56843361,"(45.56843361, 10.24640672)",6,6,2,812
327,001809,ISTITUTO GERIATRICO CARLO LOUISA GRASSI,VIA OSPEDALE VECCHIO  18,020066,VIADANA,46019,MN,99,99,0,99,ISTITUTO  GERIATRICO CARLO  LOUISA GRASSI ONLUS,01371940204,VIA OSPEDALE VECCHIO 16,020066,VIADANA,MN,FONDAZIONE,PRIVATO,SI,,,,,,,
324,001018,RSA LA ROSA D'ARGENTO,VIA SAN CARLO  5,108038,RONCO BRIANTINO,20885,MB,44,44,0,44,CODESS SOCIALE SOCIETA' COOPERATIVA SOCIALE ONLUS,03174760276,VIA BOCCACCIO 96,028060,PADOVA,PD,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.40305805,45.66325226,"(45.66325226, 9.40305805)",12,12,5,748
324,001158,RSA SAN GIORGIO,FRAZIONE SAN GIORGIO  5,097060,OLIVETO LARIO,23865,LC,59,59,0,59,UNISON - CONSORZIO DI COOPERATIVE SOCIALI- COOPERATIVA SOCIALE,13333300153,VIA XX SETTEMBRE 6,012070,GALLARATE,VA,CONSORZIO DI COOPERATIVE SOCIALI,PRIVATO,NO,9.29536252,45.90604134,"(45.90604134, 9.29536252)",10,10,5,1036
322,002858,ISTITUTO NIDASIO GALETTI,VIA S. GIOVANNI BOSCO 13,013012,AROSIO,22060,CO,112,81,31,112,SAN GIUSEPPE SOCIETA' COOPERATIVA SOCIALE ONLUS,02082110137,VIA BORGOVICO 6,013075,COMO,CO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.21006852,45.72090221,"(45.72090221, 9.21006852)",2,2,3,173
322,000712,ISTITUTO LA PROVVIDENZA U.G. 3,VIA SAN GIOVANNI BOSCO  3,012026,BUSTO ARSIZIO,21052,VA,57,57,0,57,ISTITUTO LA PROVVIDENZA ONLUS,01279730129,VIA S. GIOVANNI BOSCO 3,012026,BUSTO ARSIZIO,VA,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,8.85459988,45.61653814,"(45.61653814, 8.85459988)",1,1,3,1159
322,000883,FONDAZIONE CASA DI RIPOSO C. E V. BELLINI  ONLUS,VIA BELLINI  27,012123,SOMMA LOMBARDO,21019,VA,40,40,0,40,CASA DI RIPOSO C. E V. BELLINI ONLUS,01391960125,VIA BELLINI 27,012123,SOMMA LOMBARDO,VA,FONDAZIONE,PRIVATO,SI,8.71371416,45.68345757,"(45.68345757, 8.71371416)",1,1,3,237
321,000423,ALBERGO DEL NONNO,VIA DON BALZARINI  51,015168,PARABIAGO,20015,MI,66,66,0,66,COMUNE DI PARABIAGO,01059460152,PIAZZA DELLA VITTORIA 7,015168,PARABIAGO,MI,COMUNE,PUBBLICO,NO,8.93157189,45.55343795,"(45.55343795, 8.93157189)",4,4,8,637
323,000952,RSA TOMASO AMBROSETTI,VIA PARAVICINI  16,014045,MORBEGNO,23017,SO,80,80,0,80,FONDAZIONE CASA DI RIPOSO AMBROSETTI PARAVICINI ONLUS,00539680140,VIA PARAVICINI 16,014045,MORBEGNO,SO,FONDAZIONE,PRIVATO,SI,9.57264617,46.13382617,"(46.13382617, 9.57264617)",3,3,7,118
322,002809,FONDAZIONE ANNA BORLETTI PER INVALIDI E ANZIANI,VIA PIAVE  9,013012,AROSIO,22060,CO,132,127,0,127,FONDAZ. ANNA BORLETTI PER INVALIDI E ANZIANI -ONLUS,00784340135,VIA PIAVE 9,013012,AROSIO,CO,FONDAZIONE,PRIVATO,SI,9.20634552,45.71824044,"(45.71824044, 9.20634552)",2,2,3,173
324,001198,RSA FONDAZIONE DON CARLO GNOCCHI ONLUS - CENTRO RONZONI VILLA,VIALE PIAVE  12,108039,SEREGNO,20831,MB,92,72,20,92,FONDAZIONE DON CARLO GNOCCHI ONLUS,12520870150,PIAZZALE MORANDI 6,015146,MILANO,MI,FONDAZIONE,PRIVATO,SI,9.19385407,45.65338784,"(45.65338784, 9.19385407)",12,12,5,754
321,000660,RSA LAINATE,VIA MARCHE  72,015116,LAINATE,20020,MI,105,80,20,100,SERCOP AZIENDA SERVIZI COMUNALI ALLA PERSONA,05728560961,VIA DEI CORNAGGIA 33,015182,RHO,MI,AZIENDA SPECIALE CONSORTILE,PUBBLICO,NO,9.02467678,45.56230669,"(45.56230669, 9.02467678)",4,4,8,649
326,001667,RSA - FONDAZIONE RICOVERO LA MEMORIA ONLUS,VIA S. MARIA 17,017077,GAVARDO,25085,BS,75,75,0,75,FONDAZIONE RICOVERO LA MEMORIA ONLUS,96000500171,VIA S. MARIA 17,017077,GAVARDO,BS,FONDAZIONE,PRIVATO,SI,10.44039256,45.58758167,"(45.58758167, 10.44039256)",6,6,2,1373
321,000339,RSA ANGELICA VITTADINI TERZAGHI,VIA FLEMING 2/4,098010,CASALPUSTERLENGO,26841,LO,80,60,20,80,AZIENDA SPECIALE DI SERVIZI CASALPUSTERLENGO (RSA ANGELICA VITTADINI TERZAGHI),11824270158,VIA FLEMING 2,098010,CASALPUSTERLENGO,LO,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,9.6528493,45.16955825,"(45.16955825, 9.6528493)",11,11,8,1197
327,002005,R.S.A. EMANUELE E GIUSEPPINA CORDIOLI,VIA GAVIOLI  15,020033,MARMIROLO,46045,MN,42,40,0,40,FONDAZIONE MONS ARRIGO MAZZALI ONLUS DI MANTOVA,00441270204,VIA TRENTO 10,020030,MANTOVA,MN,FONDAZIONE,PRIVATO,SI,10.75751821,45.22181422,"(45.22181422, 10.75751821)",9,9,4,1051
322,002862,IDA PARRAVICINI DI PERSIA,VIA C. PULICI 31,013004,ALBESE CON CASSANO,22032,CO,51,51,0,51,FONDAZIONE IDA PARRAVICINI DI PERSIA ONLUS,82003290135,VIA CAROLINA PULICI 31,013004,ALBESE CON CASSANO,CO,FONDAZIONE,PRIVATO,SI,9.16777834,45.79737121,"(45.79737121, 9.16777834)",2,2,3,258
327,041028,RSA FIESCO,VIA ABBADIA SANTA MARTA /,019043,FIESCO,26010,CR,80,40,0,40,SERENI ORIZZONTI 1 SPA,02833470301,VIA VITTORIO VENETO 45,030129,UDINE,UD,SOCIETA' PER AZIONI,PRIVATO,NO,,,,,,,
321,000517,LEOPARDI,VIA TEVERE ANGOLO VIA SESIA,015168,PARABIAGO,20015,MI,100,80,20,100,LA VILLA SRL,05849560486,VIA BENEDETTO DA FOIANO 14,048017,FIRENZE,FI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
321,000347,FONDAZIONE SAN GIUSEPPE  MOSCATI ONLUS,VIA ORTI  27,015146,MILANO,20100,MI,78,78,0,78,FONDAZIONE S.G. MOSCATI,09791060156,VIA ORTI 27,015146,MILANO,MI,FONDAZIONE,PRIVATO,SI,9.20121032,45.4552069,"(45.4552069, 9.20121032)",4,4,8,623
326,001727,RSA - FONDAZIONE CASA DI RIPOSO DI CALCINATO ONLUS,VIA SALVO D'ACQUISTO  5,017032,CALCINATO,25011,BS,103,86,0,86,FONDAZIONE CASA DI RIPOSO DI CALCINATO ONLUS,00725650980,VIA SALVO D'ACQUISTO 5,017032,CALCINATO,BS,FONDAZIONE,PRIVATO,SI,10.41099881,45.45329733,"(45.45329733, 10.41099881)",6,6,2,4
324,001106,RSA L'ARCA,VIA CANONICA VILLA  108,108023,DESIO,20832,MB,124,104,20,124,A.S.P. PIO E NINETTA GAVAZZI,00986420966,CORSO ITALIA 61,108023,DESIO,MB,AZIENDA DI SERVIZI ALLA PERSONA (ASP),PUBBLICO,NO,9.20910826,45.61036318,"(45.61036318, 9.20910826)",12,12,5,1484
321,000472,RSA CASA FAMIGLIA DI MILANO AFFORI,VIA FRANCO FACCIO  15,015146,MILANO,20100,MI,70,70,0,70,RSA OASI CERRO SRL,09986470962,VIA DON LUIGI STURZO 5,015072,CERRO MAGGIORE,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.16994419,45.51807026,"(45.51807026, 9.16994419)",4,4,8,623
328,002090,VILLA SERENA,VIALE MANGIAGALLI  24,018073,GODIASCO,27052,PV,87,51,36,87,CONCORDIA SOCIETÀ COOPERATIVA SOCIALE,01668980186,VIA GIUSEPPE MAZZINI 13,018122,RIVANAZZANO TERME,PV,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.02515499,44.91298826,"(44.91298826, 9.02515499)",7,7,6,537
327,001872,FONDAZIONE ULDERICO SABBADINI ONLUS,VIA GARIBALDI  36,020022,DOSOLO,46030,MN,25,25,0,25,FONDAZIONE ULDERICO SABBADINI ONLUS,01327120208,VIA GARIBALDI 36,020022,DOSOLO,MN,FONDAZIONE,PRIVATO,SI,10.64359495,44.97800366,"(44.97800366, 10.64359495)",9,9,4,985
321,000624,FONDAZIONE SANT'ERASMO,VIA SEMPIONE  34,015118,LEGNANO,20025,MI,125,104,16,120,FONDAZIONE SANT'ERASMO,09525200151,VIA SEMPIONE 34,015118,LEGNANO,MI,FONDAZIONE,PRIVATO,NO,8.92800371,45.59502829,"(45.59502829, 8.92800371)",4,4,8,652
328,002122,LA CERTOSA DI PAVIA,VIA SANT'AGOSTINO  6,018046,CERTOSA DI PAVIA,27012,PV,120,120,0,120,CROCE DI MALTA SRL,03653930960,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
327,001888,R.S.A A ISTITUTO OSPEDALIERO,PIAZZA LIBERTA'  2,019099,SOSPIRO,26048,CR,200,180,20,200,FONDAZIONE ISTITUTO OSPEDALIERO DI SOSPIRO,00385470190,"PIAZZA LIBERTÀ, 2",019099,SOSPIRO,CR,FONDAZIONE,PRIVATO,SI,10.15753732,45.10572931,"(45.10572931, 10.15753732)",8,8,4,740
324,004743,PICCOLA OPERA ASSISTENZIALE SAN GIROLAMO EMILIANI,VIA MAZZINI  3,097052,MONTE MARENZO,23804,LC,25,,,0,ASSOCIAZIONE LAICALE MATER BONI CONSILII,00209830991,VIA AURELIO BAISI 18,010046,RAPALLO,GE,ENTE ECCLESIASTICO,PRIVATO,NO,9.45271809,45.77769922,"(45.77769922, 9.45271809)",10,10,5,1028
326,001571,RSA - CASA DI RIPOSO PER ANZIANI DI  TIGNALE,VIA S. PIETRO 8,017185,TIGNALE,25080,BS,41,41,0,41,AZIENDA SPECIALE CASA DI RIPOSO TIGNALE MANLIO BONINCONTRI,96019830171,VIA S. PIETRO 8,017185,TIGNALE,BS,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,10.72268969,45.73833019,"(45.73833019, 10.72268969)",6,6,2,918
322,002800,CASA DI RIPOSO VILLA S.BENEDETTO,VIA ROMA  16,013004,ALBESE CON CASSANO,22032,CO,120,100,20,120,PROVINCIA IT. CONGR.SUORE OSPEDALIERE.SACRO CUORE DI GESU',01045701008,VIA URBISAGLIA 3/A,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,NO,9.1605986,45.79737948,"(45.79737948, 9.1605986)",2,2,3,258
321,000557,VILLA FLORA S.R.L.,VIA ADA NEGRI  13,015086,CORMANO,20032,MI,110,110,0,110,VILLA FLORA S.R.L.,11463140159,VIA ADA NEGRI 13,015086,CORMANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.17031438,45.54299125,"(45.54299125, 9.17031438)",4,4,8,650
322,002910,IL FOCOLARE SANTA MARIA DI LORETO,VIA VANONE CERESOLA  3,013253,,,CO,42,38,0,38,ASSOCIAZIONE IL FOCOLARE DI S. MARIA DI LORETO,01943130136,VIA VANONE CERESOLA 3,013253,ALTA VALLE INTELVI,CO,ASSOCIAZIONE,PRIVATO,SI,,,,,,,
321,000059,SAN RICCARDO PAMPURI,VIA D. ALIGHIERI 4,015150,MORIMONDO,20081,MI,60,60,0,60,FONDAZIONE SAN RICCARDO PAMPURI - ONLUS,13117740152,VIA DANTE ALIGHIERI 4,015150,MORIMONDO,MI,FONDAZIONE,PRIVATO,SI,8.95707341,45.35515326,"(45.35515326, 8.95707341)",4,4,8,624
